date,hour,NO,NO2,NOx,O3
2014-02-13,1,1,11,12,21
2014-02-13,2,1,11,12,15
2014-02-13,3,,,,20
2014-02-13,4,1,10,12,
2014-02-13,5,1,15,18,17
2014-02-13,6,2,21,24,11
2014-02-13,7,5,14,21,8
2014-02-13,8,17,31,56,2
2014-02-13,9,27,26,68,5
2014-02-13,10,22,27,61,8
2014-02-13,11,20,26,56,11
2014-02-13,12,17,25,52,14
2014-02-13,13,14,24,46,19
2014-02-13,14,9,27,40,17
2014-02-13,15,9,30,43,14
2014-02-13,16,6,23,32,30
2014-02-13,17,3,19,23,45
2014-02-13,18,1,23,25,40
2014-02-13,19,1,29,32,31
2014-02-13,20,6,50,60,6
2014-02-13,21,7,53,63,2
2014-02-13,22,2,36,40,20
2014-02-13,23,1,15,17,43
2014-02-13,24,1,10,11,45
2014-02-14,1,1,9,10,41
2014-02-14,2,1,8,9,34
2014-02-14,3,,,,33
2014-02-14,4,1,30,31,
2014-02-14,5,1,41,44,13
2014-02-14,6,1,49,50,8
2014-02-14,7,5,46,53,5
2014-02-14,8,15,38,60,4
2014-02-14,9,24,33,70,10
2014-02-14,10,12,24,43,25
2014-02-14,11,13,23,42,28
2014-02-14,12,13,23,43,33
2014-02-14,13,10,22,38,38
2014-02-14,14,3,13,18,68
2014-02-14,15,1,10,12,80
2014-02-14,16,2,10,13,79
2014-02-14,17,1,13,14,70
2014-02-14,18,3,25,29,49
2014-02-14,19,5,39,46,27
2014-02-14,20,1,31,33,36
2014-02-14,21,4,34,41,25
2014-02-14,22,1,19,21,39
2014-02-14,23,1,18,19,37
2014-02-14,24,1,13,14,39
2014-02-15,1,1,16,18,37
2014-02-15,2,1,8,9,47
2014-02-15,3,,,,47
2014-02-15,4,1,22,23,
2014-02-15,5,1,19,21,36
2014-02-15,6,1,14,16,41
2014-02-15,7,1,23,26,36
2014-02-15,8,1,23,25,35
2014-02-15,9,3,29,33,25
2014-02-15,10,3,26,30,28
2014-02-15,11,3,22,26,37
2014-02-15,12,5,19,26,43
2014-02-15,13,2,13,17,63
2014-02-15,14,3,21,26,47
2014-02-15,15,3,24,28,45
2014-02-15,16,2,19,22,53
2014-02-15,17,2,20,23,48
2014-02-15,18,1,32,35,24
2014-02-15,19,3,40,44,13
2014-02-15,20,1,38,40,13
2014-02-15,21,4,48,54,6
2014-02-15,22,3,45,49,9
2014-02-15,23,1,35,38,14
2014-02-15,24,1,26,29,19
2014-02-16,1,1,25,28,19
2014-02-16,2,1,18,19,21
2014-02-16,3,,,,19
2014-02-16,4,1,24,25,
2014-02-16,5,1,20,22,18
2014-02-16,6,1,10,11,28
2014-02-16,7,1,11,12,31
2014-02-16,8,1,12,13,26
2014-02-16,9,2,12,16,33
2014-02-16,10,3,11,15,56
2014-02-16,11,1,12,14,60
2014-02-16,12,1,12,15,65
2014-02-16,13,3,13,18,69
2014-02-16,14,2,11,15,70
2014-02-16,15,1,11,14,70
2014-02-16,16,1,10,13,71
2014-02-16,17,1,12,14,66
2014-02-16,18,1,14,15,56
2014-02-16,19,1,26,28,31
2014-02-16,20,2,27,30,23
2014-02-16,21,1,21,23,26
2014-02-16,22,1,26,28,19
2014-02-16,23,1,25,28,14
2014-02-16,24,3,20,24,16
2014-02-17,1,1,14,15,24
2014-02-17,2,1,9,11,28
2014-02-17,3,,,,23
2014-02-17,4,1,12,13,
2014-02-17,5,1,9,10,21
2014-02-17,6,1,13,14,18
2014-02-17,7,1,12,14,23
2014-02-17,8,1,16,19,19
2014-02-17,9,4,18,24,19
2014-02-17,10,3,14,19,24
2014-02-17,11,4,14,20,25
2014-02-17,12,4,14,20,31
2014-02-17,13,5,11,18,40
2014-02-17,14,4,11,17,50
2014-02-17,15,4,13,18,56
2014-02-17,16,1,2,2,79
2014-02-17,17,1,2,2,80
2014-02-17,18,1,6,7,69
2014-02-17,19,3,27,32,30
2014-02-17,20,3,31,35,16
2014-02-17,21,4,24,30,16
2014-02-17,22,2,24,28,13
2014-02-17,23,1,24,26,13
2014-02-17,24,1,18,20,11
2014-02-18,1,1,14,16,18
2014-02-18,2,1,7,8,17
2014-02-18,3,,,,20
2014-02-18,4,1,12,13,
2014-02-18,5,1,8,10,14
2014-02-18,6,3,8,13,10
2014-02-18,7,3,10,14,6
2014-02-18,8,24,16,53,2
2014-02-18,9,13,20,41,12
2014-02-18,10,4,10,16,39
2014-02-18,11,2,8,11,43
2014-02-18,12,4,6,12,55
2014-02-18,13,1,7,9,61
2014-02-18,14,3,14,18,48
2014-02-18,15,3,12,16,51
2014-02-18,16,3,17,21,50
2014-02-18,17,2,19,23,47
2014-02-18,18,1,27,28,33
2014-02-18,19,4,41,47,13
2014-02-18,20,1,38,41,20
2014-02-18,21,1,43,45,18
2014-02-18,22,1,34,35,24
2014-02-18,23,1,22,23,41
2014-02-18,24,1,19,21,43
2014-02-19,1,1,25,27,35
2014-02-19,2,1,19,20,36
2014-02-19,3,,,,46
2014-02-19,4,1,23,24,
2014-02-19,5,1,13,15,54
2014-02-19,6,1,10,11,54
2014-02-19,7,1,11,13,49
2014-02-19,8,1,13,15,44
2014-02-19,9,1,14,15,43
2014-02-19,10,1,17,19,40
2014-02-19,11,2,23,26,38
2014-02-19,12,2,24,28,37
2014-02-19,13,3,25,29,35
2014-02-19,14,1,22,25,35
2014-02-19,15,1,16,18,44
2014-02-19,16,1,9,10,51
2014-02-19,17,2,19,22,28
2014-02-19,18,3,33,38,7
2014-02-19,19,3,31,36,7
2014-02-19,20,3,36,40,2
2014-02-19,21,13,40,60,2
2014-02-19,22,5,41,49,2
2014-02-19,23,4,40,45,2
2014-02-19,24,1,39,41,2
2014-02-20,1,2,39,43,2
2014-02-20,2,4,40,45,2
2014-02-20,3,,,,2
2014-02-20,4,1,19,21,
2014-02-20,5,1,6,8,69
2014-02-20,6,1,5,6,67
2014-02-20,7,1,5,6,63
2014-02-20,8,1,5,7,61
2014-02-20,9,1,6,8,62
2014-02-20,10,1,9,11,59
2014-02-20,11,2,9,13,57
2014-02-20,12,1,13,15,53
2014-02-20,13,2,18,21,46
2014-02-20,14,2,11,14,55
2014-02-20,15,1,10,12,57
2014-02-20,16,1,14,17,53
2014-02-20,17,1,13,15,55
2014-02-20,18,1,10,12,58
2014-02-20,19,1,14,16,48
2014-02-20,20,1,20,22,34
2014-02-20,21,1,26,29,20
2014-02-20,22,2,21,24,20
2014-02-20,23,1,17,18,18
2014-02-20,24,2,16,19,16
2014-02-21,1,1,12,13,18
2014-02-21,2,1,9,12,16
2014-02-21,3,,,,15
2014-02-21,4,1,18,20,
2014-02-21,5,1,20,22,8
2014-02-21,6,1,24,27,4
2014-02-21,7,1,23,26,6
2014-02-21,8,4,23,28,7
2014-02-21,9,9,20,34,11
2014-02-21,10,12,18,36,17
2014-02-21,11,12,17,36,22
2014-02-21,12,12,17,36,26
2014-02-21,13,9,15,29,35
2014-02-21,14,6,13,22,43
2014-02-21,15,3,9,14,53
2014-02-21,16,3,9,14,54
2014-02-21,17,2,10,13,54
2014-02-21,18,1,12,15,42
2014-02-21,19,8,34,46,20
2014-02-21,20,4,28,34,16
2014-02-21,21,2,24,27,19
2014-02-21,22,1,20,23,18
2014-02-21,23,1,20,22,15
2014-02-21,24,1,24,26,16
2014-02-22,1,1,20,22,17
2014-02-22,2,1,11,13,38
2014-02-22,3,,,,43
2014-02-22,4,1,11,13,
2014-02-22,5,1,6,7,58
2014-02-22,6,1,4,6,55
2014-02-22,7,1,6,7,48
2014-02-22,8,1,10,12,40
2014-02-22,9,1,9,11,41
2014-02-22,10,2,9,12,40
2014-02-22,11,1,9,10,44
2014-02-22,12,2,7,10,53
2014-02-22,13,1,5,8,55
2014-02-22,14,1,5,7,60
2014-02-22,15,1,4,7,64
2014-02-22,16,2,5,9,66
2014-02-22,17,1,6,8,64
2014-02-22,18,2,6,9,64
2014-02-22,19,1,7,10,63
2014-02-22,20,1,8,10,55
2014-02-22,21,1,20,22,37
2014-02-22,22,1,10,11,48
2014-02-22,23,1,8,9,37
2014-02-22,24,1,10,11,26
2014-02-23,1,1,7,9,26
2014-02-23,2,1,5,7,26
2014-02-23,3,,,,23
2014-02-23,4,1,6,8,
2014-02-23,5,1,2,4,22
2014-02-23,6,1,2,4,15
2014-02-23,7,1,2,5,13
2014-02-23,8,2,5,8,13
2014-02-23,9,6,4,13,17
2014-02-23,10,4,5,12,31
2014-02-23,11,3,5,10,50
2014-02-23,12,4,2,9,67
2014-02-23,13,2,2,5,77
2014-02-23,14,1,2,2,80
2014-02-23,15,1,2,2,83
2014-02-23,16,1,2,2,85
2014-02-23,17,2,2,2,84
2014-02-23,18,1,5,7,68
2014-02-23,19,3,24,29,37
2014-02-23,20,2,15,18,40
2014-02-23,21,1,13,15,41
2014-02-23,22,1,7,9,46
2014-02-23,23,1,6,8,44
2014-02-23,24,1,7,8,39
2014-02-24,1,1,2,5,39
2014-02-24,2,1,2,4,32
2014-02-24,3,,,,31
2014-02-24,4,1,8,10,
2014-02-24,5,1,5,7,34
2014-02-24,6,1,6,9,33
2014-02-24,7,2,10,14,31
2014-02-24,8,3,17,22,29
2014-02-24,9,13,24,44,22
2014-02-24,10,44,44,112,15
2014-02-24,11,17,28,54,39
2014-02-24,12,8,20,32,52
2014-02-24,13,5,16,24,61
2014-02-24,14,3,10,14,72
2014-02-24,15,2,7,10,79
2014-02-24,16,1,6,8,81
2014-02-24,17,2,8,11,76
2014-02-24,18,1,15,17,63
2014-02-24,19,8,40,51,26
2014-02-24,20,1,24,26,35
2014-02-24,21,1,19,22,39
2014-02-24,22,1,17,18,37
2014-02-24,23,1,15,16,33
2014-02-24,24,1,24,26,23
2014-02-25,1,1,17,18,27
2014-02-25,2,1,13,14,27
2014-02-25,3,,,,27
2014-02-25,4,1,14,17,
2014-02-25,5,1,14,17,16
2014-02-25,6,1,8,10,21
2014-02-25,7,2,12,15,13
2014-02-25,8,14,18,40,7
2014-02-25,9,30,24,70,8
2014-02-25,10,19,30,59,22
2014-02-25,11,12,26,45,36
2014-02-25,12,8,19,30,59
2014-02-25,13,5,17,24,75
2014-02-25,14,3,12,16,80
2014-02-25,15,3,8,12,80
2014-02-25,16,,,,
2014-02-25,17,,,,
2014-02-25,18,,,,54
2014-02-25,19,4,31,36,36
2014-02-25,20,1,23,26,40
2014-02-25,21,3,27,31,31
2014-02-25,22,2,24,27,34
2014-02-25,23,1,15,18,39
2014-02-25,24,1,9,11,46
2014-02-26,1,1,7,9,44
2014-02-26,2,1,5,7,47
2014-02-26,3,,,,44
2014-02-26,4,1,11,13,
2014-02-26,5,1,9,10,32
2014-02-26,6,1,11,12,24
2014-02-26,7,1,15,18,18
2014-02-26,8,6,25,34,10
2014-02-26,9,9,23,36,14
2014-02-26,10,11,28,45,18
2014-02-26,11,8,28,40,32
2014-02-26,12,7,24,35,52
2014-02-26,13,3,11,15,89
2014-02-26,14,1,16,19,82
2014-02-26,15,2,25,28,72
2014-02-26,16,1,23,25,63
2014-02-26,17,1,20,23,70
2014-02-26,18,1,21,22,61
2014-02-26,19,1,19,20,61
2014-02-26,20,1,26,27,52
2014-02-26,21,1,16,18,65
2014-02-26,22,1,15,18,68
2014-02-26,23,1,20,21,58
2014-02-26,24,1,12,14,72
2014-02-27,1,1,12,13,67
2014-02-27,2,1,13,15,59
2014-02-27,3,,,,71
2014-02-27,4,1,12,13,
2014-02-27,5,1,14,15,45
2014-02-27,6,1,13,14,35
2014-02-27,7,1,14,16,35
2014-02-27,8,5,25,32,26
2014-02-27,9,7,23,33,38
2014-02-27,10,12,27,45,33
2014-02-27,11,6,25,35,40
2014-02-27,12,4,16,22,59
2014-02-27,13,2,10,14,73
2014-02-27,14,1,9,12,79
2014-02-27,15,2,9,13,80
2014-02-27,16,2,9,12,78
2014-02-27,17,1,9,12,74
2014-02-27,18,1,10,12,64
2014-02-27,19,1,16,17,50
2014-02-27,20,1,26,29,33
2014-02-27,21,2,28,32,23
2014-02-27,22,2,27,30,19
2014-02-27,23,2,20,24,20
2014-02-27,24,1,19,21,17
2014-02-28,1,1,18,21,12
2014-02-28,2,1,17,19,10
2014-02-28,3,,,,8
2014-02-28,4,1,26,28,
2014-02-28,5,1,25,28,5
2014-02-28,6,1,22,25,5
2014-02-28,7,3,18,23,6
2014-02-28,8,15,18,41,5
2014-02-28,9,11,22,38,11
2014-02-28,10,8,18,30,19
2014-02-28,11,8,19,32,28
2014-02-28,12,6,13,23,49
2014-02-28,13,3,9,13,65
2014-02-28,14,4,17,23,49
2014-02-28,15,3,16,21,61
2014-02-28,16,3,14,18,69
2014-02-28,17,1,10,13,72
2014-02-28,18,1,11,13,73
2014-02-28,19,1,10,13,74
2014-02-28,20,1,8,9,76
2014-02-28,21,1,9,11,74
2014-02-28,22,1,8,10,74
2014-02-28,23,1,17,19,60
2014-02-28,24,1,12,13,68
2014-03-01,1,1,5,7,77
2014-03-01,2,1,2,5,79
2014-03-01,3,,,,70
2014-03-01,4,1,11,12,
2014-03-01,5,1,7,9,75
2014-03-01,6,1,5,6,77
2014-03-01,7,1,5,6,77
2014-03-01,8,1,6,7,77
2014-03-01,9,1,8,9,75
2014-03-01,10,2,10,13,71
2014-03-01,11,3,10,14,69
2014-03-01,12,2,10,13,71
2014-03-01,13,1,8,10,74
2014-03-01,14,1,7,9,72
2014-03-01,15,1,7,8,71
2014-03-01,16,1,6,8,74
2014-03-01,17,1,6,8,71
2014-03-01,18,1,6,8,75
2014-03-01,19,1,8,10,71
2014-03-01,20,1,7,9,76
2014-03-01,21,1,8,10,75
2014-03-01,22,1,8,10,74
2014-03-01,23,1,2,5,82
2014-03-01,24,1,2,2,82
2014-03-02,1,1,2,5,72
2014-03-02,2,1,4,6,67
2014-03-02,3,,,,62
2014-03-02,4,1,10,10,
2014-03-02,5,1,5,7,79
2014-03-02,6,1,2,5,77
2014-03-02,7,1,2,4,75
2014-03-02,8,1,2,5,75
2014-03-02,9,1,2,6,75
2014-03-02,10,1,6,8,72
2014-03-02,11,1,6,8,73
2014-03-02,12,1,6,9,70
2014-03-02,13,2,8,12,65
2014-03-02,14,1,5,7,77
2014-03-02,15,1,6,8,73
2014-03-02,16,1,6,9,71
2014-03-02,17,1,9,9,61
2014-03-02,18,1,16,18,42
2014-03-02,19,1,20,22,30
2014-03-02,20,2,20,23,27
2014-03-02,21,2,20,23,27
2014-03-02,22,1,14,17,32
2014-03-02,23,1,11,13,30
2014-03-02,24,1,11,12,34
2014-03-03,1,1,8,10,33
2014-03-03,2,1,2,5,41
2014-03-03,3,,,,38
2014-03-03,4,1,10,12,
2014-03-03,5,1,7,8,36
2014-03-03,6,1,7,10,22
2014-03-03,7,1,7,9,26
2014-03-03,8,4,12,19,16
2014-03-03,9,8,14,26,24
2014-03-03,10,7,16,28,38
2014-03-03,11,9,16,29,45
2014-03-03,12,5,14,21,57
2014-03-03,13,4,16,22,54
2014-03-03,14,,,,66
2014-03-03,15,,,,78
2014-03-03,16,6,5,14,82
2014-03-03,17,5,4,12,85
2014-03-03,18,5,2,12,83
2014-03-03,19,5,2,11,80
2014-03-03,20,5,2,10,81
2014-03-03,21,6,2,11,79
2014-03-03,22,5,2,10,71
2014-03-03,23,5,4,12,65
2014-03-03,24,5,5,13,64
2014-03-04,1,4,6,13,58
2014-03-04,2,5,5,13,54
2014-03-04,3,,,,51
2014-03-04,4,5,5,13,
2014-03-04,5,5,2,9,64
2014-03-04,6,4,2,9,62
2014-03-04,7,6,5,14,50
2014-03-04,8,6,10,19,44
2014-03-04,9,6,10,20,46
2014-03-04,10,7,9,20,53
2014-03-04,11,7,5,17,61
2014-03-04,12,6,5,14,62
2014-03-04,13,6,5,14,65
2014-03-04,14,6,2,10,74
2014-03-04,15,6,2,10,73
2014-03-04,16,5,2,10,72
2014-03-04,17,6,10,19,59
2014-03-04,18,5,2,9,71
2014-03-04,19,5,7,15,60
2014-03-04,20,6,2,11,69
2014-03-04,21,5,2,8,70
2014-03-04,22,4,2,5,69
2014-03-04,23,4,2,10,54
2014-03-04,24,5,2,9,54
2014-03-05,1,,,,56
2014-03-05,2,,,,55
2014-03-05,3,,,,51
2014-03-05,4,5,7,15,
2014-03-05,5,5,5,12,41
2014-03-05,6,5,2,10,39
2014-03-05,7,6,2,10,42
2014-03-05,8,6,7,17,32
2014-03-05,9,7,8,19,42
2014-03-05,10,6,2,11,52
2014-03-05,11,,,,69
2014-03-05,12,7,6,17,65
2014-03-05,13,8,6,18,67
2014-03-05,14,7,2,14,72
2014-03-05,15,6,2,11,74
2014-03-05,16,,,,78
2014-03-05,17,,,,81
2014-03-05,18,,,,77
2014-03-05,19,5,14,22,49
2014-03-05,20,5,18,26,37
2014-03-05,21,6,14,23,36
2014-03-05,22,5,10,18,38
2014-03-05,23,6,9,17,37
2014-03-05,24,5,7,15,35
2014-03-06,1,5,7,15,34
2014-03-06,2,5,5,13,41
2014-03-06,3,,,,58
2014-03-06,4,5,6,14,
2014-03-06,5,7,19,29,21
2014-03-06,6,5,7,15,31
2014-03-06,7,6,9,19,27
2014-03-06,8,9,16,29,21
2014-03-06,9,,,,30
2014-03-06,10,,,,61
2014-03-06,11,,,,66
2014-03-06,12,,,,74
2014-03-06,13,,,,80
2014-03-06,14,,,,82
2014-03-06,15,,,,84
2014-03-06,16,,,,86
2014-03-06,17,1,8,11,76
2014-03-06,18,1,10,12,73
2014-03-06,19,1,25,27,50
2014-03-06,20,2,26,29,35
2014-03-06,21,1,11,12,44
2014-03-06,22,1,6,7,47
2014-03-06,23,,,,49
2014-03-06,24,,,,54
2014-03-07,1,1,2,2,48
2014-03-07,2,1,2,2,51
2014-03-07,3,,,,36
2014-03-07,4,1,22,23,
2014-03-07,5,1,22,23,27
2014-03-07,6,1,16,19,35
2014-03-07,7,1,18,21,26
2014-03-07,8,5,29,36,21
2014-03-07,9,9,27,42,24
2014-03-07,10,4,17,23,50
2014-03-07,11,2,10,13,67
2014-03-07,12,1,8,10,75
2014-03-07,13,1,7,9,82
2014-03-07,14,1,7,8,95
2014-03-07,15,1,8,9,92
2014-03-07,16,1,8,9,91
2014-03-07,17,1,9,11,87
2014-03-07,18,1,16,17,72
2014-03-07,19,2,37,40,39
2014-03-07,20,1,23,23,46
2014-03-07,21,1,23,24,44
2014-03-07,22,1,18,19,47
2014-03-07,23,1,17,17,40
2014-03-07,24,1,15,16,38
2014-03-08,1,1,16,17,33
2014-03-08,2,1,20,21,29
2014-03-08,3,,,,21
2014-03-08,4,1,38,39,
2014-03-08,5,1,27,28,29
2014-03-08,6,1,12,12,61
2014-03-08,7,1,9,10,66
2014-03-08,8,1,11,12,65
2014-03-08,9,2,14,17,52
2014-03-08,10,1,10,12,67
2014-03-08,11,2,12,15,69
2014-03-08,12,2,11,14,75
2014-03-08,13,1,7,9,86
2014-03-08,14,1,2,4,96
2014-03-08,15,1,2,5,99
2014-03-08,16,1,2,2,101
2014-03-08,17,1,2,2,102
2014-03-08,18,1,5,6,97
2014-03-08,19,1,25,27,57
2014-03-08,20,1,24,26,49
2014-03-08,21,1,22,23,44
2014-03-08,22,1,13,14,50
2014-03-08,23,1,10,11,48
2014-03-08,24,1,8,9,47
2014-03-09,1,1,20,22,29
2014-03-09,2,1,17,18,32
2014-03-09,3,,,,29
2014-03-09,4,1,10,12,
2014-03-09,5,1,9,11,43
2014-03-09,6,1,11,12,30
2014-03-09,7,1,9,10,47
2014-03-09,8,1,14,15,39
2014-03-09,9,4,20,26,38
2014-03-09,10,1,18,21,56
2014-03-09,11,1,14,17,72
2014-03-09,12,1,8,9,93
2014-03-09,13,1,2,5,104
2014-03-09,14,1,2,4,107
2014-03-09,15,1,4,6,109
2014-03-09,16,1,2,2,109
2014-03-09,17,1,2,2,107
2014-03-09,18,1,6,7,95
2014-03-09,19,2,29,33,50
2014-03-09,20,1,18,18,55
2014-03-09,21,1,15,15,60
2014-03-09,22,1,11,12,67
2014-03-09,23,1,11,13,60
2014-03-09,24,1,9,10,65
2014-03-10,1,1,11,12,71
2014-03-10,2,1,6,7,89
2014-03-10,3,,,,93
2014-03-10,4,1,8,9,
2014-03-10,5,1,7,8,85
2014-03-10,6,1,6,7,81
2014-03-10,7,1,7,8,73
2014-03-10,8,1,12,14,64
2014-03-10,9,2,17,20,56
2014-03-10,10,2,15,19,65
2014-03-10,11,2,12,16,73
2014-03-10,12,1,8,10,85
2014-03-10,13,1,5,7,93
2014-03-10,14,1,2,5,99
2014-03-10,15,1,2,5,100
2014-03-10,16,1,5,6,97
2014-03-10,17,1,4,5,96
2014-03-10,18,1,5,6,93
2014-03-10,19,1,6,7,89
2014-03-10,20,1,8,8,83
2014-03-10,21,1,15,17,68
2014-03-10,22,1,19,20,53
2014-03-10,23,1,13,14,60
2014-03-10,24,1,12,12,56
2014-03-11,1,1,10,10,51
2014-03-11,2,1,10,10,48
2014-03-11,3,,,,48
2014-03-11,4,1,10,11,
2014-03-11,5,1,8,9,48
2014-03-11,6,1,8,9,51
2014-03-11,7,1,14,15,41
2014-03-11,8,1,20,22,38
2014-03-11,9,1,13,15,63
2014-03-11,10,3,20,24,64
2014-03-11,11,2,12,15,81
2014-03-11,12,1,6,6,94
2014-03-11,13,1,2,4,101
2014-03-11,14,1,2,2,105
2014-03-11,15,1,2,5,107
2014-03-11,16,1,5,6,109
2014-03-11,17,1,4,5,110
2014-03-11,18,1,9,10,103
2014-03-11,19,7,44,55,52
2014-03-11,20,1,20,21,61
2014-03-11,21,1,20,22,55
2014-03-11,22,1,18,19,50
2014-03-11,23,1,10,11,61
2014-03-11,24,1,13,14,45
2014-03-12,1,1,11,12,42
2014-03-12,2,1,7,8,46
2014-03-12,3,,,,41
2014-03-12,4,1,12,13,
2014-03-12,5,1,8,9,48
2014-03-12,6,1,6,8,47
2014-03-12,7,1,11,11,32
2014-03-12,8,7,23,33,19
2014-03-12,9,12,28,47,27
2014-03-12,10,5,19,27,50
2014-03-12,11,3,17,23,75
2014-03-12,12,4,20,26,81
2014-03-12,13,3,15,19,92
2014-03-12,14,,,,
2014-03-12,15,,,,
2014-03-12,16,1,19,22,94
2014-03-12,17,1,18,20,96
2014-03-12,18,1,20,21,84
2014-03-12,19,1,48,51,40
2014-03-12,20,1,31,33,51
2014-03-12,21,1,27,28,52
2014-03-12,22,1,22,23,54
2014-03-12,23,1,21,22,49
2014-03-12,24,1,25,26,43
2014-03-13,1,1,20,21,46
2014-03-13,2,1,16,16,49
2014-03-13,3,,,,33
2014-03-13,4,1,22,23,
2014-03-13,5,1,16,17,27
2014-03-13,6,1,21,23,20
2014-03-13,7,3,20,24,16
2014-03-13,8,10,32,47,16
2014-03-13,9,14,34,56,21
2014-03-13,10,12,35,53,33
2014-03-13,11,14,42,63,43
2014-03-13,12,12,42,61,53
2014-03-13,13,8,40,53,63
2014-03-13,14,4,28,34,84
2014-03-13,15,1,13,15,105
2014-03-13,16,1,8,9,115
2014-03-13,17,1,12,13,112
2014-03-13,18,1,16,17,89
2014-03-13,19,1,36,38,52
2014-03-13,20,1,30,31,53
2014-03-13,21,1,26,27,54
2014-03-13,22,1,22,23,55
2014-03-13,23,1,15,16,63
2014-03-13,24,1,21,21,54
2014-03-14,1,1,16,16,60
2014-03-14,2,1,10,10,58
2014-03-14,3,,,,54
2014-03-14,4,1,11,11,
2014-03-14,5,1,14,14,40
2014-03-14,6,1,23,25,30
2014-03-14,7,1,32,34,23
2014-03-14,8,5,35,43,25
2014-03-14,9,9,36,50,26
2014-03-14,10,9,34,48,35
2014-03-14,11,4,25,31,73
2014-03-14,12,6,33,42,74
2014-03-14,13,3,25,30,93
2014-03-14,14,4,30,36,92
2014-03-14,15,3,26,30,103
2014-03-14,16,1,24,26,111
2014-03-14,17,1,15,16,124
2014-03-14,18,1,17,17,110
2014-03-14,19,1,42,45,64
2014-03-14,20,1,30,31,68
2014-03-14,21,1,30,31,60
2014-03-14,22,1,21,21,68
2014-03-14,23,1,12,13,80
2014-03-14,24,1,11,11,80
2014-03-15,1,1,16,17,72
2014-03-15,2,1,11,12,77
2014-03-15,3,,,,81
2014-03-15,4,1,13,13,
2014-03-15,5,1,13,14,64
2014-03-15,6,1,12,13,45
2014-03-15,7,1,18,20,31
2014-03-15,8,3,23,28,24
2014-03-15,9,4,20,26,30
2014-03-15,10,9,38,52,29
2014-03-15,11,11,40,57,43
2014-03-15,12,10,40,56,48
2014-03-15,13,6,33,42,60
2014-03-15,14,2,24,28,80
2014-03-15,15,1,20,23,103
2014-03-15,16,1,22,24,109
2014-03-15,17,1,23,24,101
2014-03-15,18,1,49,51,53
2014-03-15,19,1,53,55,45
2014-03-15,20,1,51,52,36
2014-03-15,21,1,33,34,54
2014-03-15,22,1,35,36,49
2014-03-15,23,1,32,32,50
2014-03-15,24,1,24,25,52
2014-03-16,1,1,15,16,73
2014-03-16,2,1,13,14,66
2014-03-16,3,,,,60
2014-03-16,4,1,11,12,
2014-03-16,5,1,9,9,43
2014-03-16,6,1,6,6,40
2014-03-16,7,1,5,6,38
2014-03-16,8,1,8,9,38
2014-03-16,9,2,13,17,41
2014-03-16,10,1,11,13,86
2014-03-16,11,1,6,6,107
2014-03-16,12,1,5,5,113
2014-03-16,13,1,6,7,115
2014-03-16,14,1,7,8,117
2014-03-16,15,1,6,7,124
2014-03-16,16,1,6,7,125
2014-03-16,17,1,7,7,122
2014-03-16,18,1,11,11,104
2014-03-16,19,1,26,27,76
2014-03-16,20,1,16,17,73
2014-03-16,21,1,17,17,52
2014-03-16,22,1,18,18,38
2014-03-16,23,1,16,16,35
2014-03-16,24,1,13,14,24
2014-03-17,1,1,7,8,29
2014-03-17,2,1,6,6,23
2014-03-17,3,,,,20
2014-03-17,4,1,13,14,
2014-03-17,5,1,10,11,36
2014-03-17,6,1,10,10,23
2014-03-17,7,4,28,34,4
2014-03-17,8,4,24,29,16
2014-03-17,9,1,18,21,35
2014-03-17,10,1,13,15,42
2014-03-17,11,1,15,17,44
2014-03-17,12,1,16,17,50
2014-03-17,13,1,13,15,71
2014-03-17,14,1,15,16,64
2014-03-17,15,1,17,20,65
2014-03-17,16,1,18,20,72
2014-03-17,17,1,23,26,64
2014-03-17,18,1,29,30,52
2014-03-17,19,1,34,36,32
2014-03-17,20,1,28,29,20
2014-03-17,21,1,31,34,18
2014-03-17,22,1,14,14,38
2014-03-17,23,1,16,17,28
2014-03-17,24,1,17,18,22
2014-03-18,1,1,12,12,15
2014-03-18,2,1,10,11,19
2014-03-18,3,,,,11
2014-03-18,4,1,16,16,
2014-03-18,5,1,13,14,17
2014-03-18,6,1,22,23,15
2014-03-18,7,1,24,26,13
2014-03-18,8,3,22,26,18
2014-03-18,9,3,22,27,21
2014-03-18,10,5,24,32,20
2014-03-18,11,6,23,32,24
2014-03-18,12,7,28,38,27
2014-03-18,13,6,27,36,34
2014-03-18,14,4,23,29,49
2014-03-18,15,3,24,29,64
2014-03-18,16,1,20,22,86
2014-03-18,17,1,16,17,103
2014-03-18,18,1,19,20,91
2014-03-18,19,1,40,42,51
2014-03-18,20,1,37,39,35
2014-03-18,21,1,27,28,37
2014-03-18,22,1,21,21,37
2014-03-18,23,1,16,17,35
2014-03-18,24,1,14,15,36
2014-03-19,1,1,11,11,33
2014-03-19,2,1,11,12,29
2014-03-19,3,,,,22
2014-03-19,4,1,12,13,
2014-03-19,5,1,17,18,10
2014-03-19,6,1,15,17,2
2014-03-19,7,1,16,19,2
2014-03-19,8,4,18,23,5
2014-03-19,9,6,19,28,9
2014-03-19,10,7,20,30,13
2014-03-19,11,6,18,28,24
2014-03-19,12,3,15,19,40
2014-03-19,13,1,12,14,61
2014-03-19,14,1,9,11,73
2014-03-19,15,1,9,11,79
2014-03-19,16,1,10,11,84
2014-03-19,17,1,11,12,86
2014-03-19,18,1,14,15,69
